FinancialYear,Month,ReportDate,Metric_name,SiteDesc,Business_Unit,Indicator_Code,Performance,Remarks
2015/2016,May,01/05/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,NA,LT011,0.145207439,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,Barnet Hospital,LT011,1.417072695,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,Group Clinical Services,LT011,0,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,Royal Free Hospital,LT011,1.430691757,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,NA,LT011,2.557377049,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,Barnet Hospital,LT011,1.579701493,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011,0.222222222,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,Royal Free Hospital,LT011,1.710413695,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,NA,LT011,1.875,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011,0.386363636,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011,3.361445783,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,EDGWARE COMMUNITY HOSPITAL,NA,LT011,1.666666667,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,Others,Barnet Hospital,LT011,1.359585492,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,Others,Royal Free Hospital,LT011,2.098901099,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,Others,NA,LT011,1.347107438,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Barnet Hospital,LT011,1.674524898,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Central,LT011,0,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Group Clinical Services,LT011,3,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011,2.543854825,
2015/2016,Nov,01/11/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,NA,LT011,0.390959071,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,Barnet Hospital,LT011,1.410912944,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,Royal Free Hospital,LT011,1.341880342,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,NA,LT011,4.5,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,Barnet Hospital,LT011,1.707212714,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011,0,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,Royal Free Hospital,LT011,1.47247191,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,NA,LT011,4,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011,0.465116279,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011,4.109131403,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,EDGWARE COMMUNITY HOSPITAL,NA,LT011,1.4,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,Others,Barnet Hospital,LT011,1.401496259,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,Others,Chase Farm Hospital,LT011,0,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,Others,Royal Free Hospital,LT011,1.914664457,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,Others,NA,LT011,2.152173913,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Barnet Hospital,LT011,1.583903705,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Group Clinical Services,LT011,6,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011,2.693749405,
2015/2016,Oct,01/10/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,NA,LT011,0.343598055,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,Barnet Hospital,LT011,1.485475672,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,Royal Free Hospital,LT011,1.499452355,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,BARNET HOSPITAL,NA,LT011,7,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,Barnet Hospital,LT011,1.68520153,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011,0,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,Royal Free Hospital,LT011,1.500848896,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,CHASE FARM HOSPITAL,NA,LT011,0,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011,0.673076923,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011,2.957371226,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,EDGWARE COMMUNITY HOSPITAL,NA,LT011,3.333333333,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,Others,Barnet Hospital,LT011,1.582822086,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,Others,Royal Free Hospital,LT011,1.76348228,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,Others,NA,LT011,2.260162602,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Barnet Hospital,LT011,1.664422837,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Group Clinical Services,LT011,4,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011,2.797265394,
2015/2016,Sep,01/09/2015,Follow Ups Per New Appointment,ROYAL FREE HOSPITAL,NA,LT011,0.401885681,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,BARNET HOSPITAL,Barnet Hospital,LT011a,5365,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,BARNET HOSPITAL,Royal Free Hospital,LT011a,3258,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,BARNET HOSPITAL,NA,LT011a,0,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Barnet Hospital,LT011a,3081,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011a,12,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Royal Free Hospital,LT011a,1807,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,NA,LT011a,0,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011a,47,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011a,565,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,NA,LT011a,0,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,Others,Barnet Hospital,LT011a,928,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,Others,Royal Free Hospital,LT011a,1084,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,Others,NA,LT011a,133,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Barnet Hospital,LT011a,3773,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011a,8928,
2015/2016,Apr,01/04/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,NA,LT011a,1518,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,BARNET HOSPITAL,Barnet Hospital,LT011a,4782,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,BARNET HOSPITAL,Royal Free Hospital,LT011a,3209,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,BARNET HOSPITAL,NA,LT011a,1,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Barnet Hospital,LT011a,2693,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011a,11,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Royal Free Hospital,LT011a,1564,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011a,45,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011a,404,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,NA,LT011a,1,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,Others,Barnet Hospital,LT011a,861,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,Others,Chase Farm Hospital,LT011a,0,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,Others,Royal Free Hospital,LT011a,1063,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,Others,NA,LT011a,84,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Barnet Hospital,LT011a,3533,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011a,8751,
2015/2016,Aug,01/08/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,NA,LT011a,1469,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,BARNET HOSPITAL,Barnet Hospital,LT011a,4658,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,BARNET HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,BARNET HOSPITAL,Royal Free Hospital,LT011a,3456,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,BARNET HOSPITAL,NA,LT011a,62,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Barnet Hospital,LT011a,2708,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011a,19,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Royal Free Hospital,LT011a,1527,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,NA,LT011a,30,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011a,63,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011a,553,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,NA,LT011a,4,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,Others,Barnet Hospital,LT011a,807,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,Others,Royal Free Hospital,LT011a,941,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,Others,NA,LT011a,124,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Barnet Hospital,LT011a,3878,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011a,9821,
2015/2016,Dec,01/12/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,NA,LT011a,1557,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,BARNET HOSPITAL,Barnet Hospital,LT011a,4829,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,BARNET HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,BARNET HOSPITAL,Royal Free Hospital,LT011a,3650,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,BARNET HOSPITAL,NA,LT011a,44,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,Barnet Hospital,LT011a,3276,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011a,22,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,Royal Free Hospital,LT011a,1627,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,NA,LT011a,32,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011a,52,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011a,485,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,NA,LT011a,6,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,Others,Barnet Hospital,LT011a,1128,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,Others,Royal Free Hospital,LT011a,1170,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,Others,NA,LT011a,127,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Barnet Hospital,LT011a,4018,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Central,LT011a,0,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011a,10643,
2015/2016,Feb,01/02/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,NA,LT011a,1562,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,BARNET HOSPITAL,Barnet Hospital,LT011a,4808,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,BARNET HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,BARNET HOSPITAL,Royal Free Hospital,LT011a,3530,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,BARNET HOSPITAL,NA,LT011a,55,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,Barnet Hospital,LT011a,3057,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011a,25,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,Royal Free Hospital,LT011a,1543,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,NA,LT011a,22,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011a,47,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011a,458,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,NA,LT011a,6,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,Others,Barnet Hospital,LT011a,1016,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,Others,Royal Free Hospital,LT011a,1070,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,Others,NA,LT011a,152,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Barnet Hospital,LT011a,3934,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Central,LT011a,0,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011a,10192,
2015/2016,Jan,01/01/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,NA,LT011a,1570,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,BARNET HOSPITAL,Barnet Hospital,LT011a,5877,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,BARNET HOSPITAL,Royal Free Hospital,LT011a,3927,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,BARNET HOSPITAL,NA,LT011a,1,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Barnet Hospital,LT011a,3530,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011a,24,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Royal Free Hospital,LT011a,1882,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,NA,LT011a,0,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011a,31,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011a,553,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,NA,LT011a,6,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,Others,Barnet Hospital,LT011a,1061,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,Others,Chase Farm Hospital,LT011a,0,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,Others,Royal Free Hospital,LT011a,1396,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,Others,NA,LT011a,148,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Barnet Hospital,LT011a,3969,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Group Clinical Services,LT011a,1,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011a,10702,
2015/2016,Jul,01/07/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,NA,LT011a,1708,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,BARNET HOSPITAL,Barnet Hospital,LT011a,5742,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,BARNET HOSPITAL,Royal Free Hospital,LT011a,3787,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,BARNET HOSPITAL,NA,LT011a,2,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Barnet Hospital,LT011a,3531,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011a,17,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Royal Free Hospital,LT011a,1803,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011a,58,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011a,509,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,NA,LT011a,9,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,Others,Barnet Hospital,LT011a,1161,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,Others,Royal Free Hospital,LT011a,1414,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,Others,NA,LT011a,173,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Barnet Hospital,LT011a,4046,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011a,10358,
2015/2016,Jun,01/06/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,NA,LT011a,1738,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,BARNET HOSPITAL,Barnet Hospital,LT011a,4910,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,BARNET HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,BARNET HOSPITAL,Royal Free Hospital,LT011a,3969,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,BARNET HOSPITAL,NA,LT011a,64,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,Barnet Hospital,LT011a,3107,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011a,12,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,Royal Free Hospital,LT011a,1530,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,CHASE FARM HOSPITAL,NA,LT011a,30,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011a,57,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011a,483,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,NA,LT011a,5,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,Others,Barnet Hospital,LT011a,903,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,Others,Royal Free Hospital,LT011a,1041,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,Others,NA,LT011a,114,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Barnet Hospital,LT011a,4070,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Central,LT011a,0,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Group Clinical Services,LT011a,4,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,Royal Free Hospital,LT011a,10921,
2015/2016,Mar,01/03/2016,First Outpatient Attendances,ROYAL FREE HOSPITAL,NA,LT011a,1621,
2015/2016,May,01/05/2015,First Outpatient Attendances,BARNET HOSPITAL,Barnet Hospital,LT011a,5124,
2015/2016,May,01/05/2015,First Outpatient Attendances,BARNET HOSPITAL,Royal Free Hospital,LT011a,3382,
2015/2016,May,01/05/2015,First Outpatient Attendances,BARNET HOSPITAL,NA,LT011a,1,
2015/2016,May,01/05/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Barnet Hospital,LT011a,2942,
2015/2016,May,01/05/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Chase Farm Hospital,LT011a,22,
2015/2016,May,01/05/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Group Clinical Services,LT011a,0,
2015/2016,May,01/05/2015,First Outpatient Attendances,CHASE FARM HOSPITAL,Royal Free Hospital,LT011a,1715,
2015/2016,May,01/05/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,LT011a,51,
2015/2016,May,01/05/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,LT011a,517,
2015/2016,May,01/05/2015,First Outpatient Attendances,EDGWARE COMMUNITY HOSPITAL,NA,LT011a,1,
2015/2016,May,01/05/2015,First Outpatient Attendances,Others,Barnet Hospital,LT011a,992,
2015/2016,May,01/05/2015,First Outpatient Attendances,Others,Royal Free Hospital,LT011a,1078,
2015/2016,May,01/05/2015,First Outpatient Attendances,Others,NA,LT011a,117,
2015/2016,May,01/05/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Barnet Hospital,LT011a,3731,
2015/2016,May,01/05/2015,First Outpatient Attendances,ROYAL FREE HOSPITAL,Group Clinical Services,LT011a,0,
